Gender,Ever_Married,Graduated,Profession,Spending_Score,Var_1,Age,Work_Experience,Family_Size
Female,Yes,Yes,Healthcare,Average,Cat_3,41,1.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,63,0.0,2.0
Male,No,No,Healthcare,Low,Cat_3,23,1.0,4.0
Female,Yes,Yes,Doctor,Average,Cat_6,37,9.0,2.0
Male,No,No,Healthcare,Low,Cat_3,62,8.0,1.0
Female,Yes,Yes,Engineer,High,Cat_4,48,0.0,5.0
Male,No,No,Doctor,Low,Cat_4,25,5.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_6,61,2.0,4.0
Male,Yes,Yes,Lawyer,High,Cat_6,87,0.0,2.0
Female,No,No,Entertainment,Low,Cat_6,51,1.0,1.0
Female,No,Yes,Entertainment,Low,Cat_6,37,6.0,2.0
Male,Yes,No,Executive,High,Cat_4,81,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,48,0.0,2.0
Male,No,No,Doctor,Low,Cat_6,25,0.0,4.0
Male,No,Yes,Entertainment,Low,Cat_6,59,1.0,1.0
Female,No,Yes,Artist,Low,Cat_4,25,1.0,5.0
Male,No,No,Healthcare,Low,Cat_6,22,1.0,5.0
Female,Yes,Yes,Artist,Average,Cat_4,49,1.0,5.0
Female,No,No,Entertainment,Low,Cat_2,20,1.0,5.0
Male,Yes,Yes,Entertainment,Low,Cat_6,39,0.0,1.0
Male,No,No,Healthcare,Low,Cat_6,32,7.0,5.0
Male,No,Yes,Entertainment,Low,Cat_6,28,1.0,5.0
Male,Yes,Yes,Artist,Low,Cat_4,56,1.0,4.0
Female,Yes,Yes,Engineer,Low,Cat_3,60,0.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,51,4.0,3.0
Female,No,No,Healthcare,Low,Cat_6,23,1.0,3.0
Male,Yes,No,Artist,Low,Cat_6,55,0.0,1.0
Male,No,Yes,Entertainment,Low,Cat_6,25,1.0,3.0
Female,No,Yes,Artist,Low,Cat_6,26,2.0,2.0
Male,Yes,No,Homemaker,Average,Cat_6,26,9.0,2.0
Female,Yes,Yes,Artist,High,Cat_3,48,9.0,4.0
Male,Yes,Yes,Artist,Average,Cat_6,47,1.0,2.0
Male,Yes,Yes,Executive,High,Cat_3,40,0.0,4.0
Female,No,Yes,Engineer,Low,Cat_6,51,3.0,1.0
Female,No,No,Marketing,Low,Cat_3,43,10.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,41,9.0,1.0
Male,No,No,Healthcare,Low,Cat_6,19,1.0,3.0
Male,No,No,Healthcare,Low,Cat_6,23,1.0,4.0
Male,No,No,Healthcare,Low,Cat_6,23,0.0,3.0
Female,Yes,No,Homemaker,High,Cat_3,29,1.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,36,0.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,48,1.0,2.0
Female,Yes,No,Engineer,Average,Cat_4,28,9.0,2.0
Male,Yes,Yes,Artist,Low,Cat_7,50,0.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,53,6.0,2.0
Female,No,Yes,Engineer,Low,Cat_6,33,1.0,5.0
Female,Yes,No,Doctor,Low,Cat_6,31,0.0,4.0
Female,No,Yes,Artist,Low,Cat_6,27,1.0,1.0
Male,No,Yes,Engineer,Low,Cat_3,28,0.0,3.0
Female,Yes,No,Engineer,Low,Cat_2,36,0.0,3.0
Male,Yes,Yes,Artist,High,Cat_6,35,1.0,3.0
Male,Yes,Yes,Artist,Low,Cat_6,56,0.0,1.0
Female,Yes,No,Engineer,Average,Cat_4,43,0.0,5.0
Male,No,Yes,Marketing,Low,Cat_6,30,1.0,5.0
Male,Yes,Yes,Executive,Average,Cat_2,47,0.0,5.0
Female,No,Yes,Healthcare,Low,Cat_6,30,1.0,1.0
Female,Yes,Yes,Doctor,Average,Cat_4,47,1.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,61,1.0,2.0
Male,Yes,Yes,Healthcare,Low,Cat_6,28,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,46,1.0,4.0
Female,No,Yes,Engineer,Low,Cat_6,62,0.0,1.0
Female,No,No,Homemaker,Low,Cat_6,37,9.0,1.0
Female,Yes,Yes,Artist,Low,Cat_6,69,0.0,2.0
Female,No,Yes,Healthcare,Low,Cat_3,33,1.0,6.0
Female,No,Yes,Artist,Low,Cat_4,37,7.0,4.0
Female,No,Yes,Artist,Low,Cat_6,38,7.0,1.0
Male,No,Yes,Artist,Low,Cat_6,46,0.0,1.0
Female,No,No,Artist,Low,Cat_4,26,0.0,3.0
Male,Yes,No,Executive,Average,Cat_6,45,1.0,4.0
Male,No,No,Artist,Low,Cat_2,29,1.0,3.0
Male,No,Yes,Healthcare,Low,Cat_6,32,1.0,4.0
Male,Yes,No,Executive,High,Cat_6,73,1.0,2.0
Female,No,No,Engineer,Low,Cat_6,29,1.0,3.0
Male,Yes,Yes,Artist,Average,Cat_3,32,5.0,2.0
Female,Yes,Yes,Artist,Low,Cat_4,46,1.0,4.0
Female,Yes,No,Engineer,Low,Cat_6,31,8.0,4.0
Female,Yes,No,Engineer,Average,Cat_6,55,3.0,2.0
Male,Yes,No,Entertainment,Average,Cat_6,41,2.0,5.0
Male,Yes,Yes,Doctor,Low,Cat_6,25,1.0,3.0
Male,No,No,Doctor,Low,Cat_6,27,9.0,4.0
Male,No,Yes,Artist,Low,Cat_2,40,0.0,2.0
Male,Yes,No,Executive,High,Cat_6,79,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,37,1.0,3.0
Female,No,Yes,Artist,Low,Cat_6,43,1.0,1.0
Female,No,Yes,Artist,Low,Cat_6,36,9.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,41,12.0,2.0
Female,No,Yes,Artist,Low,Cat_6,49,1.0,1.0
Male,Yes,Yes,Doctor,Average,Cat_6,58,1.0,2.0
Female,No,No,Marketing,Low,Cat_6,23,4.0,4.0
Male,No,Yes,Healthcare,Low,Cat_2,29,1.0,4.0
Female,Yes,Yes,Lawyer,High,Cat_6,88,1.0,2.0
Female,No,Yes,Entertainment,Low,Cat_6,46,0.0,1.0
Female,No,No,Engineer,Low,Cat_4,28,1.0,2.0
Female,Yes,No,Doctor,Low,Cat_7,28,9.0,1.0
Male,Yes,Yes,Artist,Low,Cat_3,59,0.0,1.0
Female,Yes,Yes,Artist,Average,Cat_4,57,0.0,4.0
Female,No,Yes,Engineer,Low,Cat_6,45,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_3,35,1.0,4.0
Male,No,Yes,Healthcare,Low,Cat_6,32,1.0,1.0
Female,No,No,Entertainment,Low,Cat_6,35,1.0,1.0
Male,No,Yes,Doctor,Low,Cat_6,35,0.0,1.0
Male,Yes,Yes,Healthcare,Low,Cat_6,30,0.0,2.0
Male,No,No,Entertainment,Low,Cat_6,28,0.0,3.0
Male,No,Yes,Artist,Low,Cat_6,36,13.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,61,1.0,3.0
Female,Yes,No,Artist,Average,Cat_6,62,1.0,3.0
Female,Yes,Yes,Artist,Average,Cat_7,55,4.0,4.0
Male,No,No,Healthcare,Low,Cat_2,22,2.0,9.0
Female,Yes,Yes,Artist,Low,Cat_6,40,1.0,3.0
Male,Yes,Yes,Artist,Low,Cat_6,60,0.0,3.0
Male,Yes,Yes,Doctor,Average,Cat_6,51,1.0,4.0
Male,Yes,Yes,Artist,Average,Cat_6,48,1.0,3.0
Female,Yes,No,Artist,High,Cat_6,73,1.0,2.0
Female,No,Yes,Healthcare,Low,Cat_2,31,0.0,3.0
Male,No,No,Marketing,Low,Cat_7,50,1.0,2.0
Male,Yes,No,Executive,High,Cat_6,39,12.0,7.0
Male,Yes,Yes,Lawyer,Low,Cat_4,79,1.0,1.0
Female,Yes,Yes,Doctor,Average,Cat_6,68,0.0,2.0
Female,No,Yes,Doctor,Low,Cat_3,28,1.0,3.0
Male,No,No,Executive,Low,Cat_4,30,1.0,4.0
Male,Yes,Yes,Artist,Average,Cat_6,60,0.0,4.0
Female,Yes,Yes,Marketing,Low,Cat_6,38,9.0,3.0
Male,No,No,Healthcare,Low,Cat_6,33,0.0,5.0
Female,No,No,Homemaker,Low,Cat_6,29,11.0,1.0
Male,Yes,Yes,Doctor,Average,Cat_6,46,1.0,2.0
Female,No,Yes,Artist,Low,Cat_6,49,3.0,1.0
Male,No,No,Healthcare,Low,Cat_4,18,11.0,1.0
Male,Yes,No,Entertainment,Average,Cat_6,36,1.0,3.0
Female,No,Yes,Entertainment,Low,Cat_6,32,7.0,1.0
Female,No,Yes,Artist,Low,Cat_6,41,8.0,3.0
Male,Yes,Yes,Entertainment,Low,Cat_6,49,0.0,1.0
Male,Yes,Yes,Lawyer,High,Cat_6,77,0.0,2.0
Female,No,No,Healthcare,Low,Cat_6,19,7.0,6.0
Female,No,Yes,Artist,Low,Cat_6,32,9.0,1.0
Female,Yes,Yes,Artist,Low,Cat_3,37,4.0,1.0
Male,No,No,Healthcare,Low,Cat_6,21,0.0,4.0
Male,Yes,No,Engineer,Average,Cat_6,70,0.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,39,13.0,2.0
Male,No,Yes,Entertainment,Low,Cat_6,33,0.0,4.0
Female,Yes,Yes,Engineer,High,Cat_3,46,0.0,5.0
Male,Yes,Yes,Entertainment,Average,Cat_4,43,1.0,4.0
Female,No,Yes,Artist,Low,Cat_6,35,8.0,1.0
Male,Yes,Yes,Executive,Average,Cat_3,58,3.0,4.0
Female,Yes,Yes,Engineer,Low,Cat_4,45,2.0,1.0
Female,Yes,No,Healthcare,Low,Cat_6,35,2.0,1.0
Female,No,Yes,Entertainment,Low,Cat_3,43,8.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,33,1.0,2.0
Female,Yes,Yes,Engineer,Low,Cat_4,40,3.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,55,8.0,2.0
Male,Yes,Yes,Engineer,Low,Cat_4,28,1.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,39,4.0,3.0
Female,No,Yes,Entertainment,Low,Cat_4,33,0.0,4.0
Male,Yes,Yes,Artist,Average,Cat_6,50,1.0,3.0
Male,Yes,Yes,Executive,High,Cat_6,65,1.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,32,1.0,3.0
Female,Yes,Yes,Artist,High,Cat_4,48,3.0,3.0
Female,No,No,Marketing,Low,Cat_3,28,1.0,4.0
Female,Yes,No,Lawyer,High,Cat_6,84,1.0,2.0
Female,Yes,No,Engineer,Average,Cat_3,48,1.0,5.0
Male,No,No,Healthcare,Low,Cat_2,18,2.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,48,1.0,3.0
Male,No,Yes,Doctor,Low,Cat_6,49,5.0,1.0
Female,Yes,Yes,Artist,Low,Cat_6,40,0.0,2.0
Male,Yes,Yes,Entertainment,Low,Cat_2,32,6.0,2.0
Female,No,Yes,Artist,Low,Cat_6,43,8.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,56,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,56,1.0,2.0
Male,No,Yes,Artist,Low,Cat_2,35,6.0,5.0
Male,Yes,Yes,Artist,High,Cat_6,41,0.0,5.0
Female,No,Yes,Lawyer,Low,Cat_6,72,1.0,2.0
Female,No,Yes,Artist,Low,Cat_3,55,0.0,2.0
Male,No,No,Marketing,Low,Cat_6,22,4.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,47,5.0,4.0
Female,No,Yes,Artist,Low,Cat_6,29,12.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,45,1.0,2.0
Male,Yes,Yes,Engineer,Average,Cat_6,38,11.0,3.0
Male,No,Yes,Artist,Low,Cat_6,35,0.0,1.0
Male,No,No,Healthcare,Low,Cat_6,19,1.0,4.0
Male,No,Yes,Entertainment,Low,Cat_6,27,9.0,1.0
Male,No,No,Healthcare,Low,Cat_2,23,0.0,3.0
Male,Yes,Yes,Executive,High,Cat_6,40,1.0,4.0
Female,Yes,Yes,Artist,High,Cat_6,46,0.0,4.0
Male,Yes,Yes,Executive,Low,Cat_4,65,1.0,2.0
Male,Yes,No,Entertainment,Low,Cat_6,21,0.0,3.0
Male,Yes,Yes,Artist,Low,Cat_6,66,0.0,2.0
Male,Yes,Yes,Entertainment,Low,Cat_3,41,1.0,5.0
Male,No,No,Healthcare,Low,Cat_6,20,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,46,1.0,5.0
Male,No,No,Healthcare,Low,Cat_4,23,0.0,2.0
Female,Yes,Yes,Doctor,Low,Cat_6,35,1.0,2.0
Male,No,Yes,Doctor,Low,Cat_6,26,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,51,1.0,4.0
Female,Yes,Yes,Homemaker,Average,Cat_6,58,0.0,4.0
Female,No,Yes,Artist,Low,Cat_6,52,0.0,1.0
Female,No,No,Homemaker,Low,Cat_6,21,8.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_6,37,0.0,2.0
Female,No,Yes,Artist,Low,Cat_6,41,10.0,1.0
Female,Yes,Yes,Artist,Average,Cat_7,53,1.0,2.0
Male,Yes,Yes,Executive,Low,Cat_1,41,5.0,2.0
Male,No,No,Healthcare,Low,Cat_6,29,2.0,5.0
Male,Yes,Yes,Healthcare,Average,Cat_6,39,11.0,2.0
Male,No,Yes,Doctor,Low,Cat_6,63,1.0,1.0
Female,No,Yes,Marketing,Low,Cat_6,37,1.0,3.0
Male,No,No,Healthcare,Low,Cat_6,25,1.0,4.0
Male,Yes,Yes,Artist,Low,Cat_3,67,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,65,0.0,2.0
Male,Yes,Yes,Lawyer,Low,Cat_6,86,0.0,1.0
Male,No,No,Healthcare,Low,Cat_6,27,0.0,7.0
Male,No,Yes,Artist,Low,Cat_6,43,1.0,3.0
Female,No,Yes,Artist,Low,Cat_6,42,8.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,58,0.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,61,1.0,5.0
Female,Yes,Yes,Artist,Low,Cat_6,38,6.0,4.0
Male,Yes,Yes,Healthcare,Low,Cat_6,52,1.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,50,4.0,3.0
Male,No,Yes,Entertainment,Low,Cat_5,28,1.0,2.0
Female,No,No,Doctor,Low,Cat_6,33,0.0,4.0
Male,Yes,Yes,Artist,Average,Cat_6,35,1.0,2.0
Male,No,Yes,Entertainment,Low,Cat_3,39,8.0,4.0
Male,No,Yes,Healthcare,Low,Cat_6,25,0.0,3.0
Male,Yes,No,Engineer,Average,Cat_6,47,1.0,3.0
Male,No,No,Entertainment,Low,Cat_4,29,1.0,4.0
Female,Yes,Yes,Healthcare,High,Cat_6,39,9.0,3.0
Female,No,No,Marketing,Low,Cat_6,19,1.0,4.0
Male,No,No,Entertainment,Low,Cat_4,29,1.0,1.0
Female,Yes,Yes,Engineer,Low,Cat_1,46,0.0,4.0
Male,Yes,Yes,Artist,Low,Cat_6,69,0.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,36,1.0,4.0
Male,No,Yes,Artist,Low,Cat_2,42,4.0,2.0
Male,Yes,Yes,Artist,Average,Cat_4,52,1.0,5.0
Female,No,Yes,Artist,Low,Cat_6,31,1.0,1.0
Male,Yes,Yes,Doctor,Average,Cat_5,27,0.0,2.0
Female,No,Yes,Engineer,Low,Cat_6,45,1.0,1.0
Male,No,No,Healthcare,Low,Cat_4,26,1.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,57,1.0,3.0
Female,Yes,Yes,Doctor,Low,Cat_7,50,1.0,2.0
Male,Yes,Yes,Entertainment,Low,Cat_6,37,1.0,4.0
Male,Yes,Yes,Artist,Average,Cat_2,39,0.0,2.0
Male,Yes,Yes,Doctor,Average,Cat_6,38,3.0,2.0
Male,Yes,No,Engineer,Average,Cat_3,42,1.0,5.0
Female,No,No,Doctor,Low,Cat_6,28,2.0,4.0
Male,No,Yes,Artist,Low,Cat_6,48,4.0,1.0
Female,No,Yes,Artist,Low,Cat_6,52,9.0,1.0
Female,No,Yes,Artist,Low,Cat_6,33,0.0,4.0
Female,No,Yes,Engineer,Low,Cat_6,31,8.0,1.0
Female,No,Yes,Healthcare,Low,Cat_2,35,9.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,27,4.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,28,8.0,2.0
Male,Yes,No,Artist,Average,Cat_6,62,1.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,83,1.0,2.0
Female,No,Yes,Artist,Low,Cat_2,36,1.0,4.0
Male,Yes,Yes,Artist,Low,Cat_6,73,1.0,2.0
Male,Yes,No,Executive,Average,Cat_6,42,1.0,4.0
Male,No,Yes,Healthcare,Low,Cat_2,29,1.0,6.0
Male,Yes,Yes,Artist,High,Cat_6,42,0.0,2.0
Male,Yes,No,Executive,High,Cat_6,43,0.0,4.0
Male,Yes,No,Entertainment,Average,Cat_6,43,11.0,2.0
Female,Yes,Yes,Homemaker,Low,Cat_3,51,9.0,2.0
Male,Yes,Yes,Lawyer,High,Cat_6,87,1.0,2.0
Female,Yes,Yes,Artist,Average,Cat_2,47,1.0,4.0
Female,No,No,Executive,Low,Cat_7,21,8.0,2.0
Male,Yes,No,Entertainment,Average,Cat_4,39,1.0,4.0
Female,Yes,Yes,Engineer,Low,Cat_6,50,0.0,2.0
Female,No,Yes,Doctor,Low,Cat_6,71,0.0,1.0
Female,Yes,No,Engineer,Low,Cat_4,52,0.0,6.0
Male,Yes,Yes,Artist,Low,Cat_6,37,1.0,2.0
Female,Yes,No,Engineer,Low,Cat_6,29,5.0,2.0
Female,Yes,No,Lawyer,High,Cat_6,81,0.0,2.0
Male,Yes,No,Lawyer,High,Cat_6,82,1.0,2.0
Female,No,No,Healthcare,Low,Cat_6,29,8.0,2.0
Male,No,No,Entertainment,Low,Cat_6,48,1.0,1.0
Female,No,No,Healthcare,Low,Cat_3,20,8.0,3.0
Male,Yes,No,Engineer,Average,Cat_4,30,1.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,39,5.0,2.0
Male,No,Yes,Healthcare,Low,Cat_4,33,0.0,7.0
Female,No,No,Marketing,Low,Cat_6,33,1.0,9.0
Female,Yes,No,Lawyer,Average,Cat_6,68,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,69,0.0,3.0
Female,No,No,Healthcare,Low,Cat_7,25,0.0,8.0
Female,No,Yes,Healthcare,Low,Cat_6,45,4.0,1.0
Male,Yes,Yes,Artist,Low,Cat_4,42,1.0,4.0
Male,Yes,Yes,Healthcare,Average,Cat_6,43,5.0,2.0
Male,No,Yes,Healthcare,Low,Cat_6,28,5.0,4.0
Female,Yes,Yes,Artist,Low,Cat_6,42,8.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,52,1.0,6.0
Male,No,Yes,Artist,Low,Cat_6,37,11.0,1.0
Female,Yes,No,Healthcare,Low,Cat_2,28,3.0,3.0
Male,Yes,Yes,Entertainment,Low,Cat_6,57,1.0,1.0
Female,No,No,Healthcare,Low,Cat_6,22,0.0,4.0
Male,No,No,Healthcare,Low,Cat_3,37,0.0,5.0
Female,No,Yes,Artist,Low,Cat_6,41,2.0,1.0
Male,Yes,No,Artist,Average,Cat_6,49,1.0,4.0
Male,No,No,Healthcare,Low,Cat_6,21,1.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,37,9.0,2.0
Male,No,No,Healthcare,Low,Cat_6,28,1.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,46,1.0,2.0
Male,No,No,Healthcare,Low,Cat_3,19,8.0,4.0
Male,No,Yes,Entertainment,Low,Cat_6,35,0.0,1.0
Male,No,Yes,Artist,Low,Cat_6,35,2.0,2.0
Male,No,No,Healthcare,Low,Cat_5,30,0.0,4.0
Male,Yes,Yes,Artist,Low,Cat_6,63,1.0,1.0
Male,Yes,Yes,Artist,Low,Cat_6,58,0.0,3.0
Male,No,No,Doctor,Low,Cat_4,25,4.0,2.0
Male,Yes,Yes,Entertainment,Low,Cat_6,40,7.0,2.0
Female,No,No,Healthcare,Low,Cat_3,25,1.0,4.0
Male,Yes,Yes,Artist,Average,Cat_7,36,9.0,4.0
Male,Yes,Yes,Artist,Low,Cat_6,85,1.0,1.0
Female,Yes,Yes,Doctor,Low,Cat_6,36,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,48,1.0,4.0
Female,No,Yes,Healthcare,Low,Cat_6,25,0.0,1.0
Female,Yes,Yes,Artist,Low,Cat_6,41,7.0,2.0
Male,Yes,No,Healthcare,High,Cat_6,33,11.0,2.0
Male,No,No,Healthcare,Low,Cat_6,32,0.0,5.0
Male,Yes,Yes,Entertainment,Low,Cat_6,40,8.0,2.0
Female,Yes,Yes,Doctor,Average,Cat_4,47,1.0,2.0
Female,No,Yes,Artist,Low,Cat_5,42,1.0,2.0
Female,Yes,Yes,Entertainment,Low,Cat_4,50,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,53,3.0,4.0
Female,No,No,Artist,Low,Cat_4,28,1.0,4.0
Female,Yes,Yes,Healthcare,High,Cat_6,27,9.0,2.0
Male,Yes,Yes,Entertainment,Average,Cat_3,35,1.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,52,8.0,3.0
Female,Yes,Yes,Lawyer,High,Cat_6,84,1.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,41,0.0,2.0
Female,No,No,Healthcare,Low,Cat_6,21,1.0,5.0
Female,Yes,Yes,Artist,Average,Cat_6,47,1.0,2.0
Female,Yes,No,Marketing,Low,Cat_2,31,0.0,2.0
Female,Yes,Yes,Artist,High,Cat_2,50,1.0,3.0
Male,No,Yes,Artist,Low,Cat_6,28,9.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,53,0.0,3.0
Male,Yes,No,Lawyer,Low,Cat_6,78,1.0,2.0
Female,No,Yes,Artist,Low,Cat_4,35,1.0,1.0
Male,No,Yes,Healthcare,Low,Cat_6,27,1.0,5.0
Male,No,No,Doctor,Low,Cat_6,18,0.0,3.0
Male,No,No,Healthcare,Low,Cat_2,18,3.0,3.0
Male,Yes,Yes,Executive,High,Cat_6,62,8.0,2.0
Female,Yes,Yes,Doctor,Average,Cat_6,70,1.0,2.0
Female,Yes,No,Engineer,Average,Cat_6,49,1.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,40,9.0,5.0
Female,Yes,Yes,Artist,Average,Cat_2,51,0.0,3.0
Female,Yes,Yes,Engineer,High,Cat_3,60,1.0,4.0
Male,Yes,Yes,Artist,Low,Cat_3,49,9.0,1.0
Female,No,No,Artist,Low,Cat_6,35,5.0,1.0
Male,Yes,Yes,Doctor,High,Cat_3,51,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,62,1.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,50,1.0,4.0
Female,Yes,Yes,Lawyer,High,Cat_6,88,1.0,2.0
Male,No,Yes,Artist,Low,Cat_6,52,0.0,3.0
Female,Yes,Yes,Artist,Average,Cat_4,70,1.0,2.0
Female,Yes,No,Engineer,Average,Cat_4,35,2.0,5.0
Female,Yes,Yes,Artist,Average,Cat_7,52,0.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,65,1.0,3.0
Male,Yes,Yes,Engineer,Low,Cat_3,53,1.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,72,0.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,25,1.0,1.0
Male,No,Yes,Artist,Low,Cat_6,38,9.0,3.0
Female,Yes,No,Lawyer,Low,Cat_6,88,1.0,2.0
Female,Yes,No,Lawyer,Low,Cat_4,76,1.0,1.0
Male,Yes,Yes,Healthcare,Average,Cat_2,39,11.0,2.0
Male,Yes,Yes,Engineer,Average,Cat_7,43,1.0,4.0
Female,Yes,Yes,Entertainment,Average,Cat_4,37,6.0,3.0
Male,No,No,Healthcare,Low,Cat_6,19,3.0,5.0
Male,No,Yes,Entertainment,Low,Cat_6,30,8.0,4.0
Male,Yes,Yes,Entertainment,Low,Cat_6,69,0.0,2.0
Male,No,Yes,Doctor,Low,Cat_6,29,1.0,4.0
Male,Yes,Yes,Artist,Low,Cat_2,35,2.0,3.0
Female,Yes,Yes,Engineer,Low,Cat_6,42,1.0,1.0
Male,No,Yes,Healthcare,Low,Cat_6,25,1.0,3.0
Female,No,No,Healthcare,Low,Cat_1,32,2.0,5.0
Male,Yes,No,Executive,High,Cat_6,51,2.0,5.0
Female,No,Yes,Artist,Low,Cat_6,35,10.0,1.0
Male,Yes,Yes,Artist,High,Cat_6,62,0.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,38,0.0,4.0
Male,Yes,Yes,Lawyer,High,Cat_6,80,1.0,2.0
Male,Yes,No,Artist,Average,Cat_6,56,0.0,2.0
Male,No,No,Healthcare,Low,Cat_6,27,3.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,73,1.0,2.0
Female,No,Yes,Artist,Low,Cat_4,37,1.0,1.0
Male,Yes,No,Entertainment,Average,Cat_6,53,10.0,3.0
Male,Yes,Yes,Engineer,Average,Cat_6,41,1.0,5.0
Male,Yes,Yes,Entertainment,Average,Cat_6,41,8.0,2.0
Male,No,No,Doctor,Low,Cat_4,19,0.0,3.0
Male,Yes,No,Executive,High,Cat_6,69,0.0,2.0
Female,Yes,No,Engineer,Low,Cat_4,68,0.0,1.0
Male,Yes,Yes,Homemaker,Low,Cat_6,55,0.0,4.0
Female,Yes,No,Healthcare,Low,Cat_6,27,0.0,2.0
Female,No,Yes,Artist,Low,Cat_7,27,0.0,3.0
Female,Yes,Yes,Homemaker,High,Cat_3,32,4.0,2.0
Male,No,No,Doctor,Low,Cat_6,26,0.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,50,0.0,2.0
Female,No,Yes,Engineer,Low,Cat_6,32,0.0,3.0
Male,No,Yes,Artist,Low,Cat_6,61,1.0,1.0
Male,Yes,No,Executive,High,Cat_6,31,1.0,3.0
Male,Yes,Yes,Artist,Low,Cat_6,46,1.0,2.0
Male,No,No,Healthcare,Low,Cat_4,21,1.0,3.0
Female,Yes,Yes,Doctor,Low,Cat_6,42,8.0,1.0
Female,Yes,No,Engineer,Low,Cat_6,47,0.0,1.0
Male,No,No,Healthcare,Low,Cat_7,22,1.0,4.0
Male,Yes,Yes,Artist,Low,Cat_4,39,9.0,1.0
Male,Yes,No,Entertainment,Average,Cat_4,51,1.0,5.0
Female,No,No,Healthcare,Low,Cat_7,28,1.0,5.0
Male,Yes,Yes,Healthcare,Low,Cat_6,61,1.0,2.0
Female,No,No,Marketing,Low,Cat_3,23,4.0,2.0
Male,Yes,Yes,Executive,Low,Cat_6,45,1.0,5.0
Male,No,Yes,Artist,Low,Cat_6,43,7.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,63,1.0,3.0
Male,Yes,Yes,Entertainment,Low,Cat_4,43,0.0,4.0
Male,No,No,Entertainment,Low,Cat_6,20,5.0,2.0
Female,No,No,Engineer,Low,Cat_6,21,1.0,6.0
Female,No,Yes,Healthcare,Low,Cat_4,29,1.0,3.0
Female,No,No,Entertainment,Low,Cat_6,32,1.0,4.0
Male,Yes,Yes,Lawyer,High,Cat_6,68,0.0,2.0
Female,Yes,Yes,Lawyer,Low,Cat_6,84,0.0,1.0
Female,No,No,Healthcare,Low,Cat_6,28,1.0,4.0
Male,No,Yes,Healthcare,Low,Cat_2,28,6.0,5.0
Male,Yes,No,Executive,High,Cat_6,49,0.0,4.0
Male,Yes,Yes,Artist,Low,Cat_4,67,0.0,1.0
Male,Yes,Yes,Marketing,High,Cat_4,31,13.0,4.0
